MONTH,TYPE,CIRCLE,DIVISION,SUB_DIVISION,SAMPLE,POWEROFF_PREV,KWH_PREV,ESO_PREV,POWEROFF_CURR,KWH_CURR,ESO_CURR,PER_CHANGE
202306,1PH ,NHP,,,"27,046",3.07,"1,02,51,420","43,239",2.21,"94,33,440","28,363",-28.01%
202306,1PH ,NZM,,,"41,963",4.60,"1,63,76,976","98,954",2.77,"1,51,48,127","56,170",-39.78%
202306,1PH ,PJB,,,"38,648",4.33,"1,63,45,765","88,328",2.27,"1,43,55,914","44,798",-47.58%
202306,1PH ,PLM,,,"97,332",5.72,"3,45,70,196","2,72,690",3.84,"3,06,69,726","1,61,214",-32.87%
202306,1PH ,"RKP, HKS",,,"52,902",4.01,"2,02,07,472","1,03,654",2.07,"1,82,87,199","49,022",-48.38%
202306,1PH ,SKT,,,"82,069",9.57,"3,14,78,736","4,10,781",7.17,"2,92,00,466","2,84,399",-25.08%
202306,1PH ,"TGN, MDK",,,"1,06,708",8.72,"3,70,73,619","4,41,336",6.76,"3,36,90,230","3,09,944",-22.48%
202306,1PH ,UTN,,,"43,344",8.47,"1,55,02,581","1,88,226",4.07,"1,38,46,029","81,672",-51.95%
202306,1PH ,VKJ,,,"64,835",8.31,"2,66,36,834","2,85,587",5.07,"2,43,89,515","1,63,639",-38.99%
202306,1PH ,VKP,,,"50,332",8.85,"1,73,96,982","1,85,405",6.34,"1,55,40,552","1,23,148",-28.36%
202306,1PH ,ALN,2510,,"50,750",2.83,"1,79,96,577","63,976",1.62,"1,63,42,995","35,451",-42.76%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),,"40,919",7.86,"1,28,19,959","1,39,576",6.71,"1,16,90,408","1,07,986",-14.63%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),,"32,349",12.35,"1,03,98,729","1,68,397",10.91,"93,74,097","1,37,727",-11.66%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),,"5,605",18.29,"13,96,744","34,996",13.52,"13,50,765","25,032",-26.08%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),,"11,640",15.66,"35,84,597","80,339",15.81,"32,66,764","73,346",.96%
202306,1PH ,DWK,2661,,"67,464",6.77,"2,51,99,835","2,15,949",5.10,"2,20,36,467","1,39,742",-24.67%
202306,1PH ,JKP,2610,,"62,669",4.25,"2,85,25,290","1,66,378",2.29,"2,48,81,374","77,235",-46.12%
202306,1PH ,"KHP, SVR, NFC",2511,,"98,638",7.31,"2,95,61,092","2,99,744",6.54,"2,72,97,165","2,46,738",-10.53%
202306,1PH ,"KHP, SVR, NFC",2541,,"65,625",8.96,"2,01,20,925","2,41,397",7.04,"1,89,63,251","1,81,374",-21.43%
202306,1PH ,"KHP, SVR, NFC",2542,,"52,261",5.54,"1,88,56,013","1,39,982",4.16,"1,71,68,957","94,118",-24.91%
202306,1PH ,MGN,2652,,"48,524",16.11,"1,55,54,338","3,43,849",11.33,"1,38,49,593","2,13,363",-29.67%
202306,1PH ,NGL,2630,,"69,698",7.34,"2,27,32,690","2,25,598",4.90,"2,09,86,741","1,41,301",-33.24%
202306,1PH ,NHP,2530,,"27,046",3.07,"1,02,51,420","43,239",2.21,"94,33,440","28,363",-28.01%
202306,1PH ,NZM,2540,,"41,963",4.60,"1,63,76,976","98,954",2.77,"1,51,48,127","56,170",-39.78%
202306,1PH ,PJB,2640,,"38,648",4.33,"1,63,45,765","88,328",2.27,"1,43,55,914","44,798",-47.58%
202306,1PH ,PLM,2660,,"97,332",5.72,"3,45,70,196","2,72,690",3.84,"3,06,69,726","1,61,214",-32.87%
202306,1PH ,"RKP, HKS",2550,,"28,735",4.94,"97,71,915","61,973",2.35,"88,12,203","26,125",-52.43%
202306,1PH ,"RKP, HKS",2551,,"24,167",2.91,"1,04,35,557","41,682",1.73,"94,74,996","22,897",-40.55%
202306,1PH ,SKT,2520 - ( R ),,"42,763",15.26,"1,53,89,888","3,30,972",11.32,"1,45,14,280","2,28,528",-25.82%
202306,1PH ,SKT,2520 - ( U ),,"39,306",3.38,"1,60,88,848","79,809",2.66,"1,46,86,186","55,871",-21.3%
202306,1PH ,"TGN, MDK",2631,,"38,770",14.90,"1,17,93,402","2,50,618",12.27,"1,09,70,518","1,94,013",-17.65%
202306,1PH ,"TGN, MDK",2641,,"67,938",5.20,"2,52,80,217","1,90,718",3.61,"2,27,19,712","1,15,930",-30.58%
202306,1PH ,UTN,2651,,"43,344",8.47,"1,55,02,581","1,88,226",4.07,"1,38,46,029","81,672",-51.95%
202306,1PH ,VKJ,2521 - ( R ),,"17,010",7.06,"63,43,737","63,576",6.92,"59,42,042","58,103",-1.98%
202306,1PH ,VKJ,2521 - ( U ),,"47,825",8.76,"2,02,93,097","2,22,011",4.41,"1,84,47,473","1,05,536",-49.66%
202306,1PH ,VKP,2650,,"50,332",8.85,"1,73,96,982","1,85,405",6.34,"1,55,40,552","1,23,148",-28.36%
202306,1PH ,ALN,2510,DDA FLAT KALKAJI,"17,847",2.31,"62,57,612","19,053",1.51,"56,12,968","10,151",-34.63%
202306,1PH ,ALN,2510,G-BLOCK KALKAJI,"18,261",1.54,"66,92,730","14,330",1.54,"60,03,268","12,586",0%
202306,1PH ,ALN,2510,GK 2,"4,481",1.00,"23,17,150","3,411",0.86,"20,13,296","2,385",-14%
202306,1PH ,ALN,2510,OKHLA PHASE 1,"10,161",6.84,"27,29,085","27,182",2.31,"27,13,463","10,329",-66.23%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),BHARTHAL,"9,478",5.71,"31,00,280","26,445",5.43,"28,88,473","22,798",-4.9%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),CHHAWLA,"11,854",10.29,"34,38,588","49,907",8.46,"31,68,492","37,600",-17.78%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),SHYAM VIHAR,"19,587",7.44,"62,81,091","63,224",6.27,"56,33,443","47,589",-15.73%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),ANAJMANDI,"6,787",16.30,"19,34,428","35,173",13.79,"17,11,980","30,407",-15.4%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DAULATPUR,"1,935",24.53,"6,05,075","21,332",28.62,"5,56,421","22,958",16.67%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DELHI GATE,"12,815",9.86,"41,76,847","56,126",9.20,"37,68,565","48,191",-6.69%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),JHATIKRA MORE,"10,812",10.65,"36,82,379","55,766",7.97,"33,37,131","36,171",-25.16%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),DHANSA,"1,670",31.01,"3,76,643","16,509",17.12,"3,60,314","8,577",-44.79%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),GHUMENHERA,"1,254",14.86,"3,20,635","6,653",14.95,"3,15,463","6,459",.61%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),UJAWA,"2,681",11.98,"6,99,466","11,834",10.61,"6,74,988","9,996",-11.44%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),CRPF,"6,203",12.80,"20,04,409","35,985",15.12,"17,97,917","38,523",18.13%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MITRON,"4,063",19.68,"12,35,234","35,838",16.10,"11,32,691","26,211",-18.19%
202306,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MUNDELLA,"1,374",16.71,"3,44,954","8,517",18.09,"3,36,156","8,612",8.26%
202306,1PH ,DWK,2661,MADHU VIHAR,"20,443",6.83,"63,17,802","59,764",4.96,"56,67,115","38,440",-27.38%
202306,1PH ,DWK,2661,MATIYALA,"16,783",7.50,"56,99,973","59,710",4.48,"50,94,792","31,074",-40.27%
202306,1PH ,DWK,2661,"SEC 13, DWARKA","21,583",8.05,"84,12,021","83,734",7.37,"73,07,000","65,088",-8.45%
202306,1PH ,DWK,2661,"SEC 4, DWARKA","8,655",1.97,"47,70,039","12,741",0.98,"39,67,560","5,140",-50.25%
202306,1PH ,JKP,2610,4/1 SUBHASH NAGAR,"16,894",4.33,"83,92,655","50,728",2.72,"73,66,517","27,903",-37.18%
202306,1PH ,JKP,2610,B-32 MAYAPURI PH-1,"18,127",4.48,"74,81,837","44,494",1.77,"65,45,475","13,334",-60.49%
202306,1PH ,JKP,2610,B1 COMPLAINT CENTER JANAKPURI,"13,543",4.37,"66,57,907","40,981",2.52,"57,85,401","20,251",-42.33%
202306,1PH ,JKP,2610,C-3 COMPLAINT CENTER JKP,"6,046",3.11,"29,94,193","12,877",1.96,"25,10,524","7,006",-36.98%
202306,1PH ,JKP,2610,D2 COMPLAINT CENTER JKP,"8,059",4.24,"29,98,698","17,298",2.42,"26,73,457","8,741",-42.92%
202306,1PH ,"KHP, SVR, NFC",2511,D-BLOCK SANGAM VIHAR,"30,806",9.85,"84,72,012","1,15,086",8.42,"79,35,195","92,988",-14.52%
202306,1PH ,"KHP, SVR, NFC",2511,DURGA VIHAR,"16,475",11.41,"51,50,096","80,931",11.50,"47,24,930","74,032",.79%
202306,1PH ,"KHP, SVR, NFC",2511,KHANPUR,"39,563",3.72,"1,20,20,546","64,683",3.35,"1,09,98,572","52,379",-9.95%
202306,1PH ,"KHP, SVR, NFC",2511,PUL PRAHLADPUR,"11,794",6.96,"39,18,438","39,044",5.43,"36,38,468","27,340",-21.98%
202306,1PH ,"KHP, SVR, NFC",2541,BADARPUR,"19,941",6.01,"58,51,264","48,534",4.04,"55,46,816","31,265",-32.78%
202306,1PH ,"KHP, SVR, NFC",2541,KANCHAN KUNJ,"14,471",15.38,"39,98,723","85,835",12.92,"38,19,015","69,671",-15.99%
202306,1PH ,"KHP, SVR, NFC",2541,SARITA VIHAR,"9,766",6.27,"37,38,996","28,475",6.46,"34,45,755","28,093",3.03%
202306,1PH ,"KHP, SVR, NFC",2541,SOURABH VIHAR,"21,447",8.61,"65,31,942","78,553",6.12,"61,51,665","52,345",-28.92%
202306,1PH ,"KHP, SVR, NFC",2542,ABUL FAZAL ENCLAVE,"22,065",4.27,"82,03,637","48,377",3.80,"73,95,007","38,221",-11.01%
202306,1PH ,"KHP, SVR, NFC",2542,KALINDI COLONY,"8,494",5.94,"28,99,956","22,011",3.95,"27,10,736","12,704",-33.5%
202306,1PH ,"KHP, SVR, NFC",2542,OKHLA,"21,702",6.67,"77,52,420","69,594",4.60,"70,63,214","43,193",-31.03%
202306,1PH ,MGN,2652,ANAND VIHAR,"15,187",14.33,"48,51,582","98,868",8.80,"42,87,731","51,943",-38.59%
202306,1PH ,MGN,2652,SEWAK PARK,"20,565",9.84,"71,14,790","96,907",6.81,"62,90,037","59,078",-30.79%
202306,1PH ,MGN,2652,VIPIN GARDEN,"12,772",28.34,"35,87,966","1,48,075",21.63,"32,71,825","1,02,342",-23.68%
202306,1PH ,NGL,2630,BAPROLLA,"27,065",6.22,"77,46,983","71,012",4.68,"71,57,098","49,772",-24.76%
202306,1PH ,NGL,2630,GH-9 PASCHIM VIHAR,"6,932",2.69,"39,58,649","13,962",2.18,"34,71,810","10,760",-18.96%
202312,1PH ,"KHP, SVR, NFC",2542,ABUL FAZAL ENCLAVE,"32,448",4.55,"51,44,098","31,344",3.09,"50,84,787","20,298",-32.09%
202312,1PH ,"KHP, SVR, NFC",2542,KALINDI COLONY,"12,322",2.96,"18,95,762","6,871",2.51,"18,55,493","5,928",-15.2%
202312,1PH ,"KHP, SVR, NFC",2542,OKHLA,"36,115",5.37,"57,73,544","38,478",3.29,"57,32,728","23,963",-38.73%
202312,1PH ,MGN,2652,ANAND VIHAR,"27,978",6.31,"38,33,139","34,063",4.62,"39,02,142","25,971",-26.78%
202312,1PH ,MGN,2652,SEWAK PARK,"34,536",3.46,"50,97,486","23,392",5.88,"51,17,095","40,162",69.94%
202312,1PH ,MGN,2652,VIPIN GARDEN,"21,855",13.39,"28,73,058","52,664",15.86,"29,32,367","63,835",18.45%
202312,1PH ,NGL,2630,BAPROLLA,"43,206",3.57,"56,18,422","26,964",3.40,"57,75,141","26,878",-4.76%
202312,1PH ,NGL,2630,GH-9 PASCHIM VIHAR,"9,870",1.66,"23,11,795","4,769",1.95,"22,71,189","5,680",17.47%
202312,1PH ,NGL,2630,NANGLOI,"48,150",5.15,"71,67,548","51,423",5.96,"72,35,054","58,570",15.73%
202312,1PH ,NGL,2630,UDYOG NAGAR,"6,338",3.01,"8,92,094","3,330",4.11,"8,63,174","4,550",36.54%
202312,1PH ,NHP,2530,GK 1,"7,107",1.19,"14,34,295","2,245",1.49,"13,95,064","2,891",25.21%
202312,1PH ,NHP,2530,LAJPAT NAGAR IV,"21,338",2.02,"38,70,418","10,621",2.40,"38,16,264","12,636",18.81%
202312,1PH ,NHP,2530,OKHLA IND AREA PH-2 & PH-3,"9,806",1.98,"11,29,188","3,153",3.30,"10,93,973","5,296",66.67%
202312,1PH ,NZM,2540,DEFENCE COLONY,"2,634",2.73,"5,85,678","2,212",2.94,"5,98,429","2,403",7.69%
202312,1PH ,NZM,2540,JUNG PURA,"11,886",2.29,"22,25,167","6,476",3.09,"21,88,287","9,298",34.93%
202312,1PH ,NZM,2540,KILOKARI,"16,285",2.25,"27,32,256","8,652",1.74,"27,47,434","6,147",-22.67%
202312,1PH ,NZM,2540,LAJPAT NAGAR-2,"14,066",1.73,"26,99,589","6,125",2.18,"26,90,807","8,252",26.01%
202312,1PH ,NZM,2540,LODHI ROAD,"17,919",3.03,"29,15,046","12,024",3.54,"29,34,323","13,684",16.83%
202312,1PH ,PJB,2640,B 3 PASCHIM VIHAR,"21,385",2.01,"43,63,619","10,999",2.60,"43,21,400","14,916",29.35%
202312,1PH ,PJB,2640,B BLK KARAMPURA,"10,931",2.29,"18,34,629","5,510",3.39,"18,22,217","7,429",48.03%
202312,1PH ,PJB,2640,ROAD NO-41 PUNJABI BAGH,"25,707",2.90,"43,03,322","16,603",3.05,"41,97,275","16,026",5.17%
202312,1PH ,PLM,2660,DABRI,"31,933",3.49,"49,35,713","23,019",3.68,"48,61,311","23,914",5.44%
202312,1PH ,PLM,2660,KAILASHPURI,"48,957",3.60,"75,48,859","37,014",4.10,"74,24,585","40,702",13.89%
202312,1PH ,PLM,2660,MANGLA PURI,"40,094",1.67,"65,83,609","14,619",2.63,"65,44,449","23,012",57.49%
202312,1PH ,PLM,2660,SEC-9 DWK,"35,699",4.54,"63,86,190","35,823",3.39,"62,38,825","26,958",-25.33%
202312,1PH ,"RKP, HKS",2550,MOTI BAGH,"6,869",2.15,"11,91,971","3,329",2.79,"11,91,951","4,267",29.77%
202312,1PH ,"RKP, HKS",2550,R.K. PURAM,"15,964",3.00,"25,08,183","9,363",2.68,"24,48,159","7,971",-10.67%
202312,1PH ,"RKP, HKS",2550,VASANT VIHAR,"18,893",1.43,"31,31,988","5,497",2.50,"31,07,311","10,757",74.83%
202312,1PH ,"RKP, HKS",2551,ANDREWS GANJ POLICE COLONY,"13,770",1.39,"28,59,309","5,051",2.11,"28,09,383","8,002",51.8%
202312,1PH ,"RKP, HKS",2551,GREEN PARK,"12,695",1.78,"24,50,597","5,879",2.02,"24,19,654","6,786",13.48%
202312,1PH ,"RKP, HKS",2551,KATWARIA SARAI,"6,718",1.42,"13,28,110","2,436",2.75,"13,35,934","4,632",93.66%
202312,1PH ,"RKP, HKS",2551,RBI HAUZ KHAS,"5,434",1.13,"12,98,546","1,976",1.88,"12,58,101","3,173",66.37%
202312,1PH ,SKT,2520 - ( R ),AAYA NAGAR,"12,929",9.15,"20,87,237","25,141",6.15,"20,85,093","17,904",-32.79%
202312,1PH ,SKT,2520 - ( R ),CHATARPUR,"29,262",8.12,"53,05,067","59,091",4.43,"53,87,471","32,033",-45.44%
202312,1PH ,SKT,2520 - ( R ),FATEHPUR BERI,"14,137",11.79,"24,05,967","35,957",9.91,"24,73,184","32,237",-15.95%
202312,1PH ,SKT,2520 - ( R ),JAUNAPUR,"10,733",6.54,"18,81,041","15,308",3.18,"19,26,235","8,396",-51.38%
202312,1PH ,SKT,2520 - ( U ),MALVIYA NAGAR,"31,374",1.88,"56,17,453","13,564",2.60,"55,90,924","18,807",38.3%
202312,1PH ,SKT,2520 - ( U ),MIG DDA FLAT SAKET,"25,611",2.91,"51,60,200","20,751",2.52,"51,46,763","18,134",-13.4%
202312,1PH ,SKT,2520 - ( U ),MMTC,"3,239",3.54,"6,80,362","3,106",2.41,"6,60,477","2,151",-31.92%
202312,1PH ,"TGN, MDK",2631,DSIDC MUNDKA,"29,440",7.29,"43,23,930","44,719",5.60,"43,92,181","34,560",-23.18%
202312,1PH ,"TGN, MDK",2631,SWARN PARK MUNDKA,"22,403",10.03,"34,16,241","46,381",8.46,"34,34,771","40,354",-15.65%
202312,1PH ,"TGN, MDK",2631,TIKRI,"6,726",12.20,"9,71,738","16,126",9.66,"9,86,309","12,586",-20.82%
202312,1PH ,"TGN, MDK",2641,24 BLK TILAK NAGAR,"30,945",2.50,"51,13,408","16,651",1.84,"50,84,587","12,525",-26.4%
202312,1PH ,"TGN, MDK",2641,A BLK TAGORE GARDEN,"34,685",2.21,"51,04,610","15,608",2.22,"50,80,405","14,738",.45%
202312,1PH ,"TGN, MDK",2641,MUKHERJI PARK,"41,510",3.83,"64,13,875","33,859",3.09,"64,51,044","27,946",-19.32%
202312,1PH ,UTN,2651,BINDAPUR,"17,991",1.78,"25,64,583","5,956",2.69,"25,59,339","9,311",51.12%
202312,1PH ,UTN,2651,CHANAKYA PLACE,"18,724",3.32,"28,97,696","12,723",3.39,"28,66,251","12,981",2.11%
202312,1PH ,UTN,2651,MILAP NAGAR,"31,256",2.68,"47,44,941","17,371",3.27,"47,94,412","21,175",22.01%
202312,1PH ,VKJ,2521 - ( R ),BIJWASAN,"9,692",6.90,"15,72,870","14,703",4.44,"15,90,725","9,778",-35.65%
202312,1PH ,VKJ,2521 - ( R ),KAPASHERA,"14,569",4.35,"25,25,876","14,804",5.47,"25,25,089","19,179",25.75%
202312,1PH ,VKJ,2521 - ( U ),B-1 VKJ,"26,831",3.30,"45,42,665","19,281",3.49,"45,25,549","19,825",5.76%
202312,1PH ,VKJ,2521 - ( U ),C-9 VASANT KUNJ,"11,282",1.41,"31,07,736","5,489",2.04,"29,81,683","7,257",44.68%
202312,1PH ,VKJ,2521 - ( U ),D-4 VKJ,"8,883",2.87,"22,68,503","7,587",1.86,"22,28,982","5,430",-35.19%
202312,1PH ,VKJ,2521 - ( U ),MAHIPAL PUR,"19,972",1.91,"35,47,697","9,081",3.81,"35,24,766","17,638",99.48%
202312,1PH ,VKP,2650,C BLOCK VKP,"21,402",1.33,"40,64,502","6,880",2.21,"40,10,897","11,714",66.17%
202312,1PH ,VKP,2650,LIG-2 HASTSAL,"19,992",4.06,"27,85,329","15,001",3.93,"27,71,185","15,259",-3.2%
202312,1PH ,VKP,2650,SHIV VIHAR,"41,074",8.08,"51,81,981","56,505",6.52,"52,57,479","46,944",-19.31%
202402,LT  ,"RKP, HKS",2551,,467,5.34,"22,14,239","24,887",1.71,"25,33,049","5,416",-67.98%
202402,LT  ,SKT,2520,,241,4.24,"9,96,097","6,380",1.76,"10,28,497","2,247",-58.49%
202402,LT  ,"TGN, MDK",2631,,869,11.81,"65,26,573","1,24,851",18.17,"70,62,284","1,98,636",53.85%
202402,LT  ,"TGN, MDK",2641,,192,5.17,"10,27,485","5,457",3.83,"10,55,038","4,534",-25.92%
202402,LT  ,UTN,2651,,40,5.22,"2,31,286","1,422",3.75,"2,41,811","1,156",-28.16%
202402,LT  ,VKJ,2521 - ( R ),,146,6.59,"10,30,732","10,045",5.56,"12,62,208","10,644",-15.63%
202402,LT  ,VKJ,2521 - ( U ),,336,4.27,"23,55,429","14,102",4.07,"26,50,007","14,789",-4.68%
202402,LT  ,VKP,2650,,122,3.82,"4,74,428","2,587",4.08,"5,53,081","3,521",6.81%
202402,LT  ,ALN,2510,DDA FLAT KALKAJI,30,6.59,"1,90,014","3,640",3.70,"1,88,768","1,169",-43.85%
202402,LT  ,ALN,2510,G-BLOCK KALKAJI,79,5.89,"3,44,549","2,738",1.56,"3,58,722",838,-73.51%
202402,LT  ,ALN,2510,GK 2,130,1.91,"5,13,257","1,491",1.20,"5,33,011",983,-37.17%
202402,LT  ,ALN,2510,OKHLA PHASE 1,729,7.33,"36,95,486","36,365",1.61,"39,57,677","10,462",-78.04%
202402,LT  ,CHP,2522,AAYA NAGAR,9,10.97,"19,125",433,1.22,"21,263",18,-88.88%
202402,LT  ,CHP,2522,CHATARPUR,59,12.21,"2,67,268","4,927",8.35,"4,00,516","5,477",-31.61%
202402,LT  ,CHP,2522,FATEHPUR BERI,105,11.53,"5,12,827","8,840",12.96,"5,80,767","10,862",12.4%
202402,LT  ,CHP,2522,JAUNAPUR,107,8.42,"3,90,916","4,979",4.82,"4,53,146","3,751",-42.76%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),BHARTHAL,27,10.02,"97,297","1,298",5.35,"91,875",464,-46.61%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),CHHAWLA,7,16.89,"54,780",803,12.71,"46,538",506,-24.75%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),SHYAM VIHAR,15,3.72,"60,049",349,6.79,"64,212",247,82.53%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),ANAJMANDI,7,31.27,"96,665","2,108",15.30,"82,289","1,670",-51.07%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DAULATPUR,2,23.16,"2,867",94,8.84,"2,977",38,-61.83%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DELHI GATE,109,5.27,"7,04,038","7,012",13.98,"8,06,251","18,573",165.28%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),JHATIKRA MORE,15,3.92,"67,617",402,7.93,"60,683","1,038",102.3%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),DHANSA,3,19.91,"18,634",531,41.86,"19,574","1,202",110.25%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),GHUMENHERA,2,5.13,"40,425",311,9.87,"43,824",630,92.4%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),UJAWA,6,12.14,"27,382",431,6.18,"39,980",175,-49.09%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),CRPF,3,11.25,"67,013",914,8.82,"53,419",472,-21.6%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MITRON,4,11.18,"54,725",670,8.09,"52,586",476,-27.64%
202402,LT  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MUNDELLA,3,9.92,"13,860",223,6.45,"14,536",228,-34.98%
202309,LT  ,,,,"8,639",4.63,"7,26,52,220","4,75,784",4.24,"7,32,86,813","4,45,691",-8.42%
202309,LT  ,ALN,,,973,1.07,"76,58,661","11,264",1.32,"77,69,741","17,583",23.36%
202309,LT  ,CHP,,,278,15.76,"18,06,270","40,435",13.14,"19,88,406","36,742",-16.62%
202309,LT  ,"CWL, NJF, JFP, MITRAON",,,202,9.85,"17,77,951","20,060",8.16,"17,16,722","19,974",-17.16%
202309,LT  ,DWK,,,278,2.24,"18,09,668","5,709",1.47,"19,11,870","3,650",-34.38%
202309,LT  ,JKP,,,943,2.99,"74,91,553","29,773",2.49,"75,85,867","25,547",-16.72%
202309,LT  ,"KHP, SVR, NFC",,,502,3.98,"41,28,896","25,708",2.68,"43,96,613","17,589",-32.66%
202309,LT  ,MGN,,,50,6.53,"5,52,542","6,135",5.47,"5,73,584","5,827",-16.23%
202309,LT  ,NGL,,,758,3.23,"81,74,080","34,292",4.22,"74,77,478","44,154",30.65%
202309,LT  ,NHP,,,"1,172",2.17,"95,07,607","28,684",2.52,"94,34,701","34,018",16.13%
202309,LT  ,NZM,,,408,1.83,"33,26,891","8,690",2.19,"34,19,698","10,842",19.67%
202309,LT  ,PJB,,,240,4.38,"18,17,229","10,718",3.04,"18,68,173","8,789",-30.59%
202309,LT  ,PLM,,,156,3.72,"10,59,604","5,414",1.86,"11,24,986","3,143",-50%
202309,LT  ,"RKP, HKS",,,776,2.23,"63,12,114","22,238",1.09,"68,30,877","11,380",-51.12%
202309,LT  ,SKT,,,239,2.80,"18,95,770","7,373",2.39,"18,35,935","7,534",-14.64%
202309,LT  ,"TGN, MDK",,,"1,037",12.75,"89,57,793","1,59,110",12.76,"88,80,733","1,53,837",.08%
202309,LT  ,UTN,,,38,3.46,"3,76,941","1,818",4.04,"4,38,227","1,958",16.76%
202309,LT  ,VKJ,,,465,7.38,"52,39,706","56,191",5.32,"52,61,999","40,424",-27.91%
202309,LT  ,VKP,,,124,2.18,"7,58,944","2,174",2.40,"7,71,202","2,702",10.09%
202309,LT  ,ALN,2510,,973,1.07,"76,58,661","11,264",1.32,"77,69,741","17,583",23.36%
202309,LT  ,CHP,2522,,278,15.76,"18,06,270","40,435",13.14,"19,88,406","36,742",-16.62%
202309,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),,49,9.80,"4,10,195","3,670",8.18,"3,39,808","3,455",-16.53%
202309,LT  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),,133,7.60,"11,36,666","10,935",7.33,"11,00,404","10,945",-3.55%
202309,LT  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),,10,31.34,"86,964","3,112",14.04,"1,02,128","1,791",-55.2%
202309,LT  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),,10,18.54,"1,44,126","2,343",13.20,"1,74,382","3,784",-28.8%
202309,LT  ,DWK,2661,,278,2.24,"18,09,668","5,709",1.47,"19,11,870","3,650",-34.38%
202309,LT  ,JKP,2610,,943,2.99,"74,91,553","29,773",2.49,"75,85,867","25,547",-16.72%
202309,LT  ,"KHP, SVR, NFC",2511,,65,8.74,"4,84,006","6,161",2.54,"5,51,631","2,198",-70.94%
202309,LT  ,"KHP, SVR, NFC",2541,,238,4.00,"20,27,328","14,358",3.29,"19,98,913","9,612",-17.75%
202309,LT  ,"KHP, SVR, NFC",2542,,199,2.40,"16,17,561","5,188",2.00,"18,46,068","5,779",-16.67%
202309,LT  ,MGN,2652,,50,6.53,"5,52,542","6,135",5.47,"5,73,584","5,827",-16.23%
202309,LT  ,NGL,2630,,758,3.23,"81,74,080","34,292",4.22,"74,77,478","44,154",30.65%
202309,LT  ,NHP,2530,,"1,172",2.17,"95,07,607","28,684",2.52,"94,34,701","34,018",16.13%
202309,LT  ,NZM,2540,,408,1.83,"33,26,891","8,690",2.19,"34,19,698","10,842",19.67%
202309,LT  ,PJB,2640,,240,4.38,"18,17,229","10,718",3.04,"18,68,173","8,789",-30.59%
202309,LT  ,PLM,2660,,156,3.72,"10,59,604","5,414",1.86,"11,24,986","3,143",-50%
202309,LT  ,"RKP, HKS",2550,,325,1.69,"25,44,455","6,126",0.81,"26,74,043","2,873",-52.07%
202309,LT  ,"RKP, HKS",2551,,451,2.62,"37,67,659","16,112",1.30,"41,56,834","8,507",-50.38%
202309,LT  ,SKT,2520,,239,2.80,"18,95,770","7,373",2.39,"18,35,935","7,534",-14.64%
202309,LT  ,"TGN, MDK",2631,,855,14.23,"73,26,652","1,47,448",14.09,"72,43,606","1,44,220",-.98%
202309,LT  ,"TGN, MDK",2641,,182,5.82,"16,31,141","11,662",6.54,"16,37,126","9,617",12.37%
